iRecordIndex,sToolName,iToolNum,sEssaiPartNum,sMaterial,sHolderName,sToolGroupName,dOHL,sOHL_letter,iRF,dGageLength,sToolManufacturer,sToolEdp,sToolCribLoc,dDia,dLoc,iFlt,dCnrR,dAng,sThread
8800,PG002037B,2037,800-501032,PG,HSK63-ER32x100,EM,0.45,B,1,4.387,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8801,S1002038A,2038,800-502403-01A,S1,HSK63-ER16x100,EM,0.4,A,1,4.337,HARVEY,53331-C6,A5,0.031,0.156,5,0,0,
8802,S1002038B,2038,800-502403-01A,S1,HSK63-ER16x100,EM,0.75,B,1,4.687,HARVEY,53331-C6,A5,0.031,0.156,5,0,0,
8803,S1002038C,2038,800-502403-01A,S1,HSK63-ER16x100,EM,1.09,C,1,5.027,HARVEY,53331-C6,A5,0.031,0.156,5,0,0,
8804,S1002038D,2038,800-502403-01A,S1,HSK63-ER16x100,EM,1.44,D,1,5.377,HARVEY,53331-C6,A5,0.031,0.156,5,0,0,
8805,S1002038E,2038,800-502403-01A,S1,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,53331-C6,A5,0.031,0.156,5,0,0,
8806,S1002039A,2039,800-502403-01A,S1,HSK63-ER32x100,EM,0.4,A,1,4.337,HARVEY,53331-C6,A5,0.031,0.156,5,0,0,
8807,S1002039B,2039,800-502403-01A,S1,HSK63-ER32x100,EM,0.66,B,1,4.597,HARVEY,53331-C6,A5,0.031,0.156,5,0,0,
8808,S1002039C,2039,800-502403-01A,S1,HSK63-ER32x100,EM,0.93,C,1,4.867,HARVEY,53331-C6,A5,0.031,0.156,5,0,0,
8809,S1002039D,2039,800-502403-01A,S1,HSK63-ER32x100,EM,1.19,D,1,5.127,HARVEY,53331-C6,A5,0.031,0.156,5,0,0,
8810,S1002039E,2039,800-502403-01A,S1,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,53331-C6,A5,0.031,0.156,5,0,0,
8811,AL002040A,2040,800-500289,AL,HSK63-ER16x100,EM,0.35,A,1,4.287,SGS,30303,A5,0.0313,0.078,2,0,0,
8812,AL002040B,2040,800-500289,AL,HSK63-ER16x100,EM,0.46,B,1,4.397,SGS,30303,A5,0.0313,0.078,2,0,0,
8813,AL002040C,2040,800-500289,AL,HSK63-ER16x100,EM,0.56,C,1,4.497,SGS,30303,A5,0.0313,0.078,2,0,0,
8814,AL002040D,2040,800-500289,AL,HSK63-ER16x100,EM,0.67,D,1,4.607,SGS,30303,A5,0.0313,0.078,2,0,0,
8815,AL002040E,2040,800-500289,AL,HSK63-ER16x100,EM,0.78,E,1,4.717,SGS,30303,A5,0.0313,0.078,2,0,0,
8816,CU002040A,2040,800-500289,CU,HSK63-ER16x100,EM,0.35,A,1,4.287,SGS,30303,A5,0.0313,0.078,2,0,0,
8817,CU002040B,2040,800-500289,CU,HSK63-ER16x100,EM,0.46,B,1,4.397,SGS,30303,A5,0.0313,0.078,2,0,0,
8818,CU002040C,2040,800-500289,CU,HSK63-ER16x100,EM,0.56,C,1,4.497,SGS,30303,A5,0.0313,0.078,2,0,0,
8819,CU002040D,2040,800-500289,CU,HSK63-ER16x100,EM,0.67,D,1,4.607,SGS,30303,A5,0.0313,0.078,2,0,0,
8820,CU002040E,2040,800-500289,CU,HSK63-ER16x100,EM,0.78,E,1,4.717,SGS,30303,A5,0.0313,0.078,2,0,0,
8821,PL002040A,2040,800-500289,PL,HSK63-ER16x100,EM,0.35,A,1,4.287,SGS,30303,A5,0.0313,0.078,2,0,0,
8822,PL002040B,2040,800-500289,PL,HSK63-ER16x100,EM,0.46,B,1,4.397,SGS,30303,A5,0.0313,0.078,2,0,0,
8823,PL002040C,2040,800-500289,PL,HSK63-ER16x100,EM,0.56,C,1,4.497,SGS,30303,A5,0.0313,0.078,2,0,0,
8824,PL002040D,2040,800-500289,PL,HSK63-ER16x100,EM,0.67,D,1,4.607,SGS,30303,A5,0.0313,0.078,2,0,0,
8825,PL002040E,2040,800-500289,PL,HSK63-ER16x100,EM,0.78,E,1,4.717,SGS,30303,A5,0.0313,0.078,2,0,0,
8826,AL002041A,2041,800-500289,AL,HSK63-ER32x100,EM,0.35,A,1,4.287,SGS,30303,A5,0.0313,0.078,2,0,0,
8827,AL002041B,2041,800-500289,AL,HSK63-ER32x100,EM,0.45,B,1,4.387,SGS,30303,A5,0.0313,0.078,2,0,0,
8828,CU002041A,2041,800-500289,CU,HSK63-ER32x100,EM,0.35,A,1,4.287,SGS,30303,A5,0.0313,0.078,2,0,0,
8829,CU002041B,2041,800-500289,CU,HSK63-ER32x100,EM,0.45,B,1,4.387,SGS,30303,A5,0.0313,0.078,2,0,0,
8830,PL002041A,2041,800-500289,PL,HSK63-ER32x100,EM,0.35,A,1,4.287,SGS,30303,A5,0.0313,0.078,2,0,0,
8831,PL002041B,2041,800-500289,PL,HSK63-ER32x100,EM,0.45,B,1,4.387,SGS,30303,A5,0.0313,0.078,2,0,0,
8832,AL001030A,1030,800-501683-01A,AL,HSK63-ER16x100,EM,0.7,A,0,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8833,AL001030B,1030,800-501683-01A,AL,HSK63-ER16x100,EM,0.97,B,0,4.907,HARVEY,48935,A5,0.035,0.052,3,0,0,
8834,AL001030C,1030,800-501683-01A,AL,HSK63-ER16x100,EM,1.24,C,0,5.177,HARVEY,48935,A5,0.035,0.052,3,0,0,
8835,AL001030D,1030,800-501683-01A,AL,HSK63-ER16x100,EM,1.51,D,0,5.447,HARVEY,48935,A5,0.035,0.052,3,0,0,
8836,AL001030E,1030,800-501683-01A,AL,HSK63-ER16x100,EM,1.78,E,0,5.717,HARVEY,48935,A5,0.035,0.052,3,0,0,
8837,S1001030A,1030,800-501683-01A,S1,HSK63-ER16x100,EM,0.7,A,0,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8838,S1001030B,1030,800-501683-01A,S1,HSK63-ER16x100,EM,0.97,B,0,4.907,HARVEY,48935,A5,0.035,0.052,3,0,0,
8839,S1001030C,1030,800-501683-01A,S1,HSK63-ER16x100,EM,1.24,C,0,5.177,HARVEY,48935,A5,0.035,0.052,3,0,0,
8840,S1001030D,1030,800-501683-01A,S1,HSK63-ER16x100,EM,1.51,D,0,5.447,HARVEY,48935,A5,0.035,0.052,3,0,0,
8841,S1001030E,1030,800-501683-01A,S1,HSK63-ER16x100,EM,1.78,E,0,5.717,HARVEY,48935,A5,0.035,0.052,3,0,0,
8842,PG001030A,1030,800-501683-01A,PG,HSK63-ER16x100,EM,0.7,A,0,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8843,PG001030B,1030,800-501683-01A,PG,HSK63-ER16x100,EM,0.97,B,0,4.907,HARVEY,48935,A5,0.035,0.052,3,0,0,
8844,PG001030C,1030,800-501683-01A,PG,HSK63-ER16x100,EM,1.24,C,0,5.177,HARVEY,48935,A5,0.035,0.052,3,0,0,
8845,PG001030D,1030,800-501683-01A,PG,HSK63-ER16x100,EM,1.51,D,0,5.447,HARVEY,48935,A5,0.035,0.052,3,0,0,
8846,PG001030E,1030,800-501683-01A,PG,HSK63-ER16x100,EM,1.78,E,0,5.717,HARVEY,48935,A5,0.035,0.052,3,0,0,
8847,AL001031A,1031,800-501683-01A,AL,HSK63-ER32x100,EM,0.7,A,0,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8848,AL001031B,1031,800-501683-01A,AL,HSK63-ER32x100,EM,0.89,B,0,4.827,HARVEY,48935,A5,0.035,0.052,3,0,0,
8849,AL001031C,1031,800-501683-01A,AL,HSK63-ER32x100,EM,1.08,C,0,5.017,HARVEY,48935,A5,0.035,0.052,3,0,0,
8850,AL001031D,1031,800-501683-01A,AL,HSK63-ER32x100,EM,1.26,D,0,5.197,HARVEY,48935,A5,0.035,0.052,3,0,0,
8851,AL001031E,1031,800-501683-01A,AL,HSK63-ER32x100,EM,1.45,E,0,5.387,HARVEY,48935,A5,0.035,0.052,3,0,0,
8852,S1001031A,1031,800-501683-01A,S1,HSK63-ER32x100,EM,0.7,A,0,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8853,S1001031B,1031,800-501683-01A,S1,HSK63-ER32x100,EM,0.89,B,0,4.827,HARVEY,48935,A5,0.035,0.052,3,0,0,
8854,S1001031C,1031,800-501683-01A,S1,HSK63-ER32x100,EM,1.08,C,0,5.017,HARVEY,48935,A5,0.035,0.052,3,0,0,
8855,S1001031D,1031,800-501683-01A,S1,HSK63-ER32x100,EM,1.26,D,0,5.197,HARVEY,48935,A5,0.035,0.052,3,0,0,
8856,S1001031E,1031,800-501683-01A,S1,HSK63-ER32x100,EM,1.45,E,0,5.387,HARVEY,48935,A5,0.035,0.052,3,0,0,
8857,PG001031A,1031,800-501683-01A,PG,HSK63-ER32x100,EM,0.7,A,0,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8858,PG001031B,1031,800-501683-01A,PG,HSK63-ER32x100,EM,0.89,B,0,4.827,HARVEY,48935,A5,0.035,0.052,3,0,0,
8859,PG001031C,1031,800-501683-01A,PG,HSK63-ER32x100,EM,1.08,C,0,5.017,HARVEY,48935,A5,0.035,0.052,3,0,0,
8860,PG001031D,1031,800-501683-01A,PG,HSK63-ER32x100,EM,1.26,D,0,5.197,HARVEY,48935,A5,0.035,0.052,3,0,0,
8861,PG001031E,1031,800-501683-01A,PG,HSK63-ER32x100,EM,1.45,E,0,5.387,HARVEY,48935,A5,0.035,0.052,3,0,0,
8862,AL002042A,2042,800-501683-01A,AL,HSK63-ER16x100,EM,0.7,A,1,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8863,AL002042B,2042,800-501683-01A,AL,HSK63-ER16x100,EM,0.97,B,1,4.907,HARVEY,48935,A5,0.035,0.052,3,0,0,
8864,AL002042C,2042,800-501683-01A,AL,HSK63-ER16x100,EM,1.24,C,1,5.177,HARVEY,48935,A5,0.035,0.052,3,0,0,
8865,AL002042D,2042,800-501683-01A,AL,HSK63-ER16x100,EM,1.51,D,1,5.447,HARVEY,48935,A5,0.035,0.052,3,0,0,
8866,AL002042E,2042,800-501683-01A,AL,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,48935,A5,0.035,0.052,3,0,0,
8867,S1002042A,2042,800-501683-01A,S1,HSK63-ER16x100,EM,0.7,A,1,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8868,S1002042B,2042,800-501683-01A,S1,HSK63-ER16x100,EM,0.97,B,1,4.907,HARVEY,48935,A5,0.035,0.052,3,0,0,
8869,S1002042C,2042,800-501683-01A,S1,HSK63-ER16x100,EM,1.24,C,1,5.177,HARVEY,48935,A5,0.035,0.052,3,0,0,
8870,S1002042D,2042,800-501683-01A,S1,HSK63-ER16x100,EM,1.51,D,1,5.447,HARVEY,48935,A5,0.035,0.052,3,0,0,
8871,S1002042E,2042,800-501683-01A,S1,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,48935,A5,0.035,0.052,3,0,0,
8872,PG002042A,2042,800-501683-01A,PG,HSK63-ER16x100,EM,0.7,A,1,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8873,PG002042B,2042,800-501683-01A,PG,HSK63-ER16x100,EM,0.97,B,1,4.907,HARVEY,48935,A5,0.035,0.052,3,0,0,
8874,PG002042C,2042,800-501683-01A,PG,HSK63-ER16x100,EM,1.24,C,1,5.177,HARVEY,48935,A5,0.035,0.052,3,0,0,
8875,PG002042D,2042,800-501683-01A,PG,HSK63-ER16x100,EM,1.51,D,1,5.447,HARVEY,48935,A5,0.035,0.052,3,0,0,
8876,PG002042E,2042,800-501683-01A,PG,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,48935,A5,0.035,0.052,3,0,0,
8877,AL002043A,2043,800-501683-01A,AL,HSK63-ER32x100,EM,0.7,A,1,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8878,AL002043B,2043,800-501683-01A,AL,HSK63-ER32x100,EM,0.89,B,1,4.827,HARVEY,48935,A5,0.035,0.052,3,0,0,
8879,AL002043C,2043,800-501683-01A,AL,HSK63-ER32x100,EM,1.08,C,1,5.017,HARVEY,48935,A5,0.035,0.052,3,0,0,
8880,AL002043D,2043,800-501683-01A,AL,HSK63-ER32x100,EM,1.26,D,1,5.197,HARVEY,48935,A5,0.035,0.052,3,0,0,
8881,AL002043E,2043,800-501683-01A,AL,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,48935,A5,0.035,0.052,3,0,0,
8882,S1002043A,2043,800-501683-01A,S1,HSK63-ER32x100,EM,0.7,A,1,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8883,S1002043B,2043,800-501683-01A,S1,HSK63-ER32x100,EM,0.89,B,1,4.827,HARVEY,48935,A5,0.035,0.052,3,0,0,
8884,S1002043C,2043,800-501683-01A,S1,HSK63-ER32x100,EM,1.08,C,1,5.017,HARVEY,48935,A5,0.035,0.052,3,0,0,
8885,S1002043D,2043,800-501683-01A,S1,HSK63-ER32x100,EM,1.26,D,1,5.197,HARVEY,48935,A5,0.035,0.052,3,0,0,
8886,S1002043E,2043,800-501683-01A,S1,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,48935,A5,0.035,0.052,3,0,0,
8887,PG002043A,2043,800-501683-01A,PG,HSK63-ER32x100,EM,0.7,A,1,4.637,HARVEY,48935,A5,0.035,0.052,3,0,0,
8888,PG002043B,2043,800-501683-01A,PG,HSK63-ER32x100,EM,0.89,B,1,4.827,HARVEY,48935,A5,0.035,0.052,3,0,0,
8889,PG002043C,2043,800-501683-01A,PG,HSK63-ER32x100,EM,1.08,C,1,5.017,HARVEY,48935,A5,0.035,0.052,3,0,0,
8890,PG002043D,2043,800-501683-01A,PG,HSK63-ER32x100,EM,1.26,D,1,5.197,HARVEY,48935,A5,0.035,0.052,3,0,0,
8891,PG002043E,2043,800-501683-01A,PG,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,48935,A5,0.035,0.052,3,0,0,
8892,AL001032A,1032,800-502374-01A,AL,HSK63-ER16x100,EM,0.31,A,0,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8893,AL001032B,1032,800-502374-01A,AL,HSK63-ER16x100,EM,0.43,B,0,4.367,HARVEY,13937,A5,0.037,0.055,2,0,0,
8894,AL001032C,1032,800-502374-01A,AL,HSK63-ER16x100,EM,0.55,C,0,4.487,HARVEY,13937,A5,0.037,0.055,2,0,0,
8895,AL001032D,1032,800-502374-01A,AL,HSK63-ER16x100,EM,0.66,D,0,4.597,HARVEY,13937,A5,0.037,0.055,2,0,0,
8896,AL001032E,1032,800-502374-01A,AL,HSK63-ER16x100,EM,0.78,E,0,4.717,HARVEY,13937,A5,0.037,0.055,2,0,0,
8897,S1001032A,1032,800-502374-01A,S1,HSK63-ER16x100,EM,0.31,A,0,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8898,S1001032B,1032,800-502374-01A,S1,HSK63-ER16x100,EM,0.43,B,0,4.367,HARVEY,13937,A5,0.037,0.055,2,0,0,
8899,S1001032C,1032,800-502374-01A,S1,HSK63-ER16x100,EM,0.55,C,0,4.487,HARVEY,13937,A5,0.037,0.055,2,0,0,
8900,S1001032D,1032,800-502374-01A,S1,HSK63-ER16x100,EM,0.66,D,0,4.597,HARVEY,13937,A5,0.037,0.055,2,0,0,
8901,S1001032E,1032,800-502374-01A,S1,HSK63-ER16x100,EM,0.78,E,0,4.717,HARVEY,13937,A5,0.037,0.055,2,0,0,
8902,PG001032A,1032,800-502374-01A,PG,HSK63-ER16x100,EM,0.31,A,0,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8903,PG001032B,1032,800-502374-01A,PG,HSK63-ER16x100,EM,0.43,B,0,4.367,HARVEY,13937,A5,0.037,0.055,2,0,0,
8904,PG001032C,1032,800-502374-01A,PG,HSK63-ER16x100,EM,0.55,C,0,4.487,HARVEY,13937,A5,0.037,0.055,2,0,0,
8905,PG001032D,1032,800-502374-01A,PG,HSK63-ER16x100,EM,0.66,D,0,4.597,HARVEY,13937,A5,0.037,0.055,2,0,0,
8906,PG001032E,1032,800-502374-01A,PG,HSK63-ER16x100,EM,0.78,E,0,4.717,HARVEY,13937,A5,0.037,0.055,2,0,0,
8907,AL001033A,1033,800-502374-01A,AL,HSK63-ER32x100,EM,0.31,A,0,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8908,AL001033B,1033,800-502374-01A,AL,HSK63-ER32x100,EM,0.45,B,0,4.387,HARVEY,13937,A5,0.037,0.055,2,0,0,
8909,S1001033A,1033,800-502374-01A,S1,HSK63-ER32x100,EM,0.31,A,0,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8910,S1001033B,1033,800-502374-01A,S1,HSK63-ER32x100,EM,0.45,B,0,4.387,HARVEY,13937,A5,0.037,0.055,2,0,0,
8911,PG001033A,1033,800-502374-01A,PG,HSK63-ER32x100,EM,0.31,A,0,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8912,PG001033B,1033,800-502374-01A,PG,HSK63-ER32x100,EM,0.45,B,0,4.387,HARVEY,13937,A5,0.037,0.055,2,0,0,
8913,AL002044A,2044,800-502374-01A,AL,HSK63-ER16x100,EM,0.31,A,1,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8914,AL002044B,2044,800-502374-01A,AL,HSK63-ER16x100,EM,0.43,B,1,4.367,HARVEY,13937,A5,0.037,0.055,2,0,0,
8915,AL002044C,2044,800-502374-01A,AL,HSK63-ER16x100,EM,0.55,C,1,4.487,HARVEY,13937,A5,0.037,0.055,2,0,0,
8916,AL002044D,2044,800-502374-01A,AL,HSK63-ER16x100,EM,0.66,D,1,4.597,HARVEY,13937,A5,0.037,0.055,2,0,0,
8917,AL002044E,2044,800-502374-01A,AL,HSK63-ER16x100,EM,0.78,E,1,4.717,HARVEY,13937,A5,0.037,0.055,2,0,0,
8918,S1002044A,2044,800-502374-01A,S1,HSK63-ER16x100,EM,0.31,A,1,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8919,S1002044B,2044,800-502374-01A,S1,HSK63-ER16x100,EM,0.43,B,1,4.367,HARVEY,13937,A5,0.037,0.055,2,0,0,
8920,S1002044C,2044,800-502374-01A,S1,HSK63-ER16x100,EM,0.55,C,1,4.487,HARVEY,13937,A5,0.037,0.055,2,0,0,
8921,S1002044D,2044,800-502374-01A,S1,HSK63-ER16x100,EM,0.66,D,1,4.597,HARVEY,13937,A5,0.037,0.055,2,0,0,
8922,S1002044E,2044,800-502374-01A,S1,HSK63-ER16x100,EM,0.78,E,1,4.717,HARVEY,13937,A5,0.037,0.055,2,0,0,
8923,PG002044A,2044,800-502374-01A,PG,HSK63-ER16x100,EM,0.31,A,1,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8924,PG002044B,2044,800-502374-01A,PG,HSK63-ER16x100,EM,0.43,B,1,4.367,HARVEY,13937,A5,0.037,0.055,2,0,0,
8925,PG002044C,2044,800-502374-01A,PG,HSK63-ER16x100,EM,0.55,C,1,4.487,HARVEY,13937,A5,0.037,0.055,2,0,0,
8926,PG002044D,2044,800-502374-01A,PG,HSK63-ER16x100,EM,0.66,D,1,4.597,HARVEY,13937,A5,0.037,0.055,2,0,0,
8927,PG002044E,2044,800-502374-01A,PG,HSK63-ER16x100,EM,0.78,E,1,4.717,HARVEY,13937,A5,0.037,0.055,2,0,0,
8928,AL002045A,2045,800-502374-01A,AL,HSK63-ER32x100,EM,0.31,A,1,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8929,AL002045B,2045,800-502374-01A,AL,HSK63-ER32x100,EM,0.45,B,1,4.387,HARVEY,13937,A5,0.037,0.055,2,0,0,
8930,S1002045A,2045,800-502374-01A,S1,HSK63-ER32x100,EM,0.31,A,1,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8931,S1002045B,2045,800-502374-01A,S1,HSK63-ER32x100,EM,0.45,B,1,4.387,HARVEY,13937,A5,0.037,0.055,2,0,0,
8932,PG002045A,2045,800-502374-01A,PG,HSK63-ER32x100,EM,0.31,A,1,4.247,HARVEY,13937,A5,0.037,0.055,2,0,0,
8933,PG002045B,2045,800-502374-01A,PG,HSK63-ER32x100,EM,0.45,B,1,4.387,HARVEY,13937,A5,0.037,0.055,2,0,0,
8934,S1002046A,2046,800-502736-02A,S1,HSK63-ER16x100,EM,0.625,A,1,4.562,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8935,S1002046B,2046,800-502736-02A,S1,HSK63-ER16x100,EM,0.91,B,1,4.847,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8936,S1002046C,2046,800-502736-02A,S1,HSK63-ER16x100,EM,1.2,C,1,5.137,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8937,S1002046D,2046,800-502736-02A,S1,HSK63-ER16x100,EM,1.49,D,1,5.427,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8938,S1002046E,2046,800-502736-02A,S1,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8939,CU002046A,2046,800-502736-02A,CU,HSK63-ER16x100,EM,0.625,A,1,4.562,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8940,CU002046B,2046,800-502736-02A,CU,HSK63-ER16x100,EM,0.91,B,1,4.847,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8941,CU002046C,2046,800-502736-02A,CU,HSK63-ER16x100,EM,1.2,C,1,5.137,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8942,CU002046D,2046,800-502736-02A,CU,HSK63-ER16x100,EM,1.49,D,1,5.427,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8943,CU002046E,2046,800-502736-02A,CU,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8944,PG002046A,2046,800-502736-02A,PG,HSK63-ER16x100,EM,0.625,A,1,4.562,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8945,PG002046B,2046,800-502736-02A,PG,HSK63-ER16x100,EM,0.91,B,1,4.847,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8946,PG002046C,2046,800-502736-02A,PG,HSK63-ER16x100,EM,1.2,C,1,5.137,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8947,PG002046D,2046,800-502736-02A,PG,HSK63-ER16x100,EM,1.49,D,1,5.427,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8948,PG002046E,2046,800-502736-02A,PG,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8949,S1002047A,2047,800-502736-02A,S1,HSK63-ER32x100,EM,0.625,A,1,4.562,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8950,S1002047B,2047,800-502736-02A,S1,HSK63-ER32x100,EM,0.83,B,1,4.767,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8951,S1002047C,2047,800-502736-02A,S1,HSK63-ER32x100,EM,1.04,C,1,4.977,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8952,S1002047D,2047,800-502736-02A,S1,HSK63-ER32x100,EM,1.24,D,1,5.177,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8953,S1002047E,2047,800-502736-02A,S1,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8954,CU002047A,2047,800-502736-02A,CU,HSK63-ER32x100,EM,0.625,A,1,4.562,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8955,CU002047B,2047,800-502736-02A,CU,HSK63-ER32x100,EM,0.83,B,1,4.767,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8956,CU002047C,2047,800-502736-02A,CU,HSK63-ER32x100,EM,1.04,C,1,4.977,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8957,CU002047D,2047,800-502736-02A,CU,HSK63-ER32x100,EM,1.24,D,1,5.177,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8958,CU002047E,2047,800-502736-02A,CU,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8959,PG002047A,2047,800-502736-02A,PG,HSK63-ER32x100,EM,0.625,A,1,4.562,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8960,PG002047B,2047,800-502736-02A,PG,HSK63-ER32x100,EM,0.83,B,1,4.767,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8961,PG002047C,2047,800-502736-02A,PG,HSK63-ER32x100,EM,1.04,C,1,4.977,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8962,PG002047D,2047,800-502736-02A,PG,HSK63-ER32x100,EM,1.24,D,1,5.177,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8963,PG002047E,2047,800-502736-02A,PG,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,33640-C3,A5,0.04,0.3,3,0,0,
8964,AL002048A,2048,800-502736-03A,AL,HSK63-ER16x100,EM,0.63,A,1,4.567,HARVEY,33645,A5,0.045,0.375,3,0,0,
8965,AL002048B,2048,800-502736-03A,AL,HSK63-ER16x100,EM,0.92,B,1,4.857,HARVEY,33645,A5,0.045,0.375,3,0,0,
8966,AL002048C,2048,800-502736-03A,AL,HSK63-ER16x100,EM,1.21,C,1,5.147,HARVEY,33645,A5,0.045,0.375,3,0,0,
8967,AL002048D,2048,800-502736-03A,AL,HSK63-ER16x100,EM,1.49,D,1,5.427,HARVEY,33645,A5,0.045,0.375,3,0,0,
8968,AL002048E,2048,800-502736-03A,AL,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,33645,A5,0.045,0.375,3,0,0,
8969,S1002048A,2048,800-502736-03A,S1,HSK63-ER16x100,EM,0.63,A,1,4.567,HARVEY,33645,A5,0.045,0.375,3,0,0,
8970,S1002048B,2048,800-502736-03A,S1,HSK63-ER16x100,EM,0.92,B,1,4.857,HARVEY,33645,A5,0.045,0.375,3,0,0,
8971,S1002048C,2048,800-502736-03A,S1,HSK63-ER16x100,EM,1.21,C,1,5.147,HARVEY,33645,A5,0.045,0.375,3,0,0,
8972,S1002048D,2048,800-502736-03A,S1,HSK63-ER16x100,EM,1.49,D,1,5.427,HARVEY,33645,A5,0.045,0.375,3,0,0,
8973,S1002048E,2048,800-502736-03A,S1,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,33645,A5,0.045,0.375,3,0,0,
8974,PG002048A,2048,800-502736-03A,PG,HSK63-ER16x100,EM,0.63,A,1,4.567,HARVEY,33645,A5,0.045,0.375,3,0,0,
8975,PG002048B,2048,800-502736-03A,PG,HSK63-ER16x100,EM,0.92,B,1,4.857,HARVEY,33645,A5,0.045,0.375,3,0,0,
8976,PG002048C,2048,800-502736-03A,PG,HSK63-ER16x100,EM,1.21,C,1,5.147,HARVEY,33645,A5,0.045,0.375,3,0,0,
8977,PG002048D,2048,800-502736-03A,PG,HSK63-ER16x100,EM,1.49,D,1,5.427,HARVEY,33645,A5,0.045,0.375,3,0,0,
8978,PG002048E,2048,800-502736-03A,PG,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,33645,A5,0.045,0.375,3,0,0,
8979,AL002049A,2049,800-502736-03A,AL,HSK63-ER32x100,EM,0.63,A,1,4.567,HARVEY,33645,A5,0.045,0.375,3,0,0,
8980,AL002049B,2049,800-502736-03A,AL,HSK63-ER32x100,EM,0.84,B,1,4.777,HARVEY,33645,A5,0.045,0.375,3,0,0,
8981,AL002049C,2049,800-502736-03A,AL,HSK63-ER32x100,EM,1.04,C,1,4.977,HARVEY,33645,A5,0.045,0.375,3,0,0,
